 ,Area,X,Y,BX,BY,Width,Height,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
777,4,5476.000,11196.000,5475,11195,2,2,1.000,2.828,5475,11195,135.000,2.000,1.000,1.000,1.000
778,6,970.000,11198.500,969,11197,2,3,1.000,3.606,969,11197,123.690,2.000,1.500,0.667,1.000
779,9,4688.389,11203.611,4686,11202,4,3,0.923,4.472,4686,11203,153.435,3.000,1.343,0.745,0.857
780,18,3482.944,11217.389,3480,11215,5,5,0.965,5.831,3480,11218,30.964,4.950,1.137,0.879,0.878
781,7,5169.500,11220.500,5168,11219,3,3,1.000,4.243,5168,11222,45.000,2.828,1.596,0.626,0.875
782,5,3507.700,11221.900,3506,11221,3,2,1.000,3.606,3506,11221,146.310,2.000,1.553,0.644,0.909
783,1222,3076.015,11249.910,3053,11229,43,41,0.778,44.922,3053,11254,16.821,37.442,1.167,0.857,0.932
784,58,1021.397,11248.552,1017,11244,9,9,0.868,10.817,1017,11252,33.690,8.854,1.184,0.844,0.853
785,8,1999.250,11253.375,1997,11252,5,3,0.710,5.385,1997,11252,158.199,2.530,2.617,0.382,0.696
786,18,4071.722,11292.444,4069,11290,5,5,1.000,5.831,4069,11291,149.036,4.950,1.094,0.914,0.857
787,9,4076.500,11297.833,4075,11296,3,4,1.000,5.000,4075,11300,53.130,3.000,1.542,0.648,0.857
788,8,3550.625,11313.375,3549,11312,3,3,1.000,4.243,3549,11312,135.000,3.000,1.229,0.814,0.941
789,91,3907.929,11317.918,3901,11313,13,10,0.790,15.000,3902,11322,36.870,9.414,1.653,0.605,0.883
790,11,3244.864,11344.045,3243,11342,4,4,0.976,5.657,3243,11342,135.000,3.536,1.851,0.540,0.846
791,122,3346.172,11363.025,3340,11357,12,12,0.940,14.213,3341,11358,129.289,12.000,1.042,0.959,0.938
792,8,3249.000,11370.500,3247,11369,4,3,1.000,5.000,3247,11369,143.130,2.683,2.179,0.459,0.800
793,10,3347.300,11372.400,3345,11371,4,3,1.000,5.000,3345,11371,143.130,3.000,1.288,0.776,0.909
794,21,3593.881,11378.452,3591,11376,6,5,1.000,6.403,3592,11376,128.660,4.950,1.272,0.786,0.857
795,9,3149.278,11382.611,3147,11381,4,4,0.799,5.000,3147,11381,126.870,3.328,1.679,0.596,0.750
796,52,6398.308,11412.904,6389,11407,18,12,0.263,20.591,6389,11407,150.945,5.752,5.621,0.178,0.539
797,6,3601.333,11432.667,3600,11431,3,3,1.000,3.606,3600,11434,33.690,2.828,1.291,0.775,0.800
798,15,3490.900,11436.900,3489,11435,4,4,1.000,5.657,3489,11439,45.000,4.000,1.137,0.880,0.968
799,977,4091.458,11453.345,4071,11437,40,33,0.786,41.761,4071,11459,16.699,33.000,1.215,0.823,0.938
800,9,3692.611,11470.611,3691,11469,3,4,0.923,4.472,3691,11469,116.565,3.000,1.343,0.745,0.857
801,8,3179.375,11485.375,3178,11484,3,3,1.000,4.243,3178,11487,45.000,3.000,1.229,0.814,0.941
802,336,3671.164,11514.476,3660,11504,22,21,0.826,22.847,3660,11519,23.199,21.000,1.012,0.988,0.913
803,4,6453.000,11506.000,6452,11505,2,2,1.000,2.828,6452,11505,135.000,2.000,1.000,1.000,1.000
804,4,6451.500,11540.500,6450,11539,3,3,0.698,3.606,6450,11541,33.690,2.683,1.581,0.632,0.615
805,16,5172.688,11552.000,5170,11550,5,4,1.000,5.831,5170,11553,30.964,4.000,1.371,0.729,0.889
806,4,4999.000,11554.000,4998,11553,2,2,1.000,2.828,4998,11553,135.000,2.000,1.000,1.000,1.000
807,17,5494.618,11558.441,5492,11556,6,5,0.820,6.403,5493,11561,38.660,4.919,1.308,0.764,0.773
808,13,3601.500,11564.962,3599,11563,5,4,0.922,5.831,3599,11566,30.964,3.795,1.730,0.578,0.812
809,10,4983.400,11566.800,4981,11565,4,4,0.887,5.657,4981,11565,135.000,3.328,1.921,0.521,0.800
810,4,6450.000,11571.500,6449,11570,2,3,0.857,3.606,6449,11570,123.690,2.000,2.031,0.492,0.800
811,74,5201.689,11581.189,5196,11576,10,10,0.874,11.662,5199,11586,59.036,9.899,1.196,0.836,0.897
812,18,4990.389,11595.722,4988,11593,5,6,0.808,7.211,4988,11593,123.690,4.111,1.864,0.537,0.783
813,35,1704.243,11597.700,1700,11594,9,7,0.661,9.220,1700,11597,167.471,7.000,1.289,0.776,0.667
814,5,6453.100,11597.300,6452,11596,2,3,1.000,3.606,6452,11596,123.690,2.000,1.553,0.644,0.909
815,10,6453.300,11603.400,6452,11600,2,8,0.403,8.246,6452,11600,104.036,2.000,5.365,0.186,0.769
816,13,3605.731,11609.500,3603,11608,5,4,0.846,5.657,3603,11608,135.000,4.000,1.264,0.791,0.812
817,10,6331.900,11620.200,6330,11618,4,4,0.982,4.472,6330,11619,153.435,4.000,1.028,0.973,0.769
818,10,4221.000,11651.000,4220,11648,2,6,0.674,6.325,4220,11654,71.565,2.000,2.795,0.358,0.909
819,33,3669.409,11680.076,3665,11677,8,6,0.828,8.544,3665,11679,159.444,6.000,1.278,0.782,0.846
820,50,1963.280,11685.640,1953,11678,18,11,0.243,20.591,1953,11688,29.055,7.292,3.981,0.251,0.448
821,60,3356.100,11685.700,3351,11681,10,9,0.708,11.662,3351,11688,30.964,9.000,1.211,0.826,0.784
822,455,5148.254,11698.346,5136,11686,25,25,0.811,26.833,5137,11706,26.565,24.150,1.079,0.927,0.916
823,9,4186.056,11709.611,4184,11708,4,3,1.000,5.000,4184,11711,36.870,3.000,1.817,0.550,0.857
824,6,3567.000,11740.500,3566,11739,2,3,1.000,3.606,3566,11739,123.690,2.000,1.500,0.667,1.000
825,12,5888.000,11765.833,5886,11764,4,4,1.000,5.000,5886,11764,126.870,4.000,1.281,0.781,0.857
826,35,4972.843,11777.157,4968,11774,9,7,0.777,9.849,4968,11775,156.038,6.934,1.425,0.702,0.778
827,4,3148.000,11781.000,3147,11780,2,2,1.000,2.828,3147,11780,135.000,2.000,1.000,1.000,1.000
828,22,4929.909,11796.818,4925,11795,10,4,0.535,10.198,4925,11798,11.310,3.638,3.285,0.304,0.759
829,17,3967.676,11799.794,3965,11797,5,5,0.911,5.831,3966,11797,120.964,5.000,1.040,0.961,0.810
830,29,4251.500,11860.879,4249,11856,5,9,0.501,9.220,4251,11856,102.529,5.000,1.603,0.624,0.753
831,12,4206.583,11865.583,4204,11864,5,3,0.967,5.831,4204,11867,30.964,3.000,1.939,0.516,0.889
832,8,1972.250,11873.875,1970,11872,4,3,0.914,4.472,1970,11875,26.565,3.000,1.435,0.697,0.842
833,16,4166.250,11885.562,4163,11883,6,5,0.772,6.083,4163,11885,170.538,4.715,1.279,0.782,0.744
834,60,2153.267,11896.567,2143,11893,22,7,0.265,22.361,2143,11895,169.695,6.718,4.211,0.237,0.548
835,5,6451.900,11899.500,6451,11897,2,5,0.462,5.385,6451,11897,111.801,1.897,4.051,0.247,0.667
836,11,5726.955,11920.136,5724,11918,5,4,0.637,5.385,5724,11919,158.199,3.881,1.456,0.687,0.710
837,18,3370.500,11928.111,3367,11926,6,5,0.808,6.325,3367,11927,161.565,5.000,1.283,0.779,0.818
838,6,4781.500,11930.000,4780,11929,3,2,1.000,3.606,4780,11929,146.310,2.000,1.500,0.667,1.000
839,9,4784.056,11963.611,4782,11962,4,3,1.000,5.000,4782,11965,36.870,3.000,1.817,0.550,0.857
840,4,6452.750,11976.250,6451,11975,3,2,0.857,3.606,6451,11977,33.690,2.000,2.000,0.500,0.800
841,4,6452.000,11980.000,6451,11979,2,2,1.000,2.828,6451,11979,135.000,2.000,1.000,1.000,1.000
842,5,5884.700,11981.100,5883,11980,3,2,1.000,3.606,5883,11982,33.690,2.000,1.553,0.644,0.909
843,26,4720.308,12009.385,4716,12006,8,7,0.688,10.000,4716,12006,143.130,4.630,2.667,0.375,0.754
844,16,4004.500,12014.000,4002,12012,5,4,1.000,5.385,4002,12013,158.199,4.000,1.209,0.827,0.889
845,23,2674.065,12082.891,2671,12079,5,7,0.824,8.062,2672,12086,60.255,5.000,1.779,0.562,0.836
846,77,2682.773,12096.175,2677,12091,11,10,0.877,11.402,2677,12097,15.255,10.000,1.120,0.893,0.870
847,72,6235.222,12109.278,6230,12101,8,18,0.388,18.682,6231,12101,105.524,7.665,3.333,0.300,0.600
848,23,4038.500,12107.761,4035,12105,7,5,0.938,7.280,4035,12107,164.055,5.000,1.570,0.637,0.821
849,421,2731.683,12122.809,2719,12110,26,26,0.642,31.145,2724,12133,47.603,22.669,1.208,0.828,0.857
850,25,4375.740,12116.980,4372,12115,7,5,0.896,7.616,4372,12118,23.199,5.000,1.553,0.644,0.877
851,136,2752.176,12134.096,2745,12128,14,12,0.941,14.866,2745,12136,19.654,12.000,1.105,0.905,0.932
852,11,2657.773,12141.864,2656,12140,4,4,1.000,5.000,2656,12140,143.130,4.000,1.269,0.788,0.815
853,14,596.643,12150.571,594,12149,5,3,1.000,5.831,594,12152,30.964,3.000,1.662,0.602,0.966
854,9,6439.944,12151.611,6438,12150,4,3,1.000,5.000,6438,12150,143.130,3.000,1.817,0.550,0.857
855,5,3497.700,12155.900,3496,12155,3,2,1.000,3.606,3496,12155,146.310,2.000,1.553,0.644,0.909
856,8,2561.875,12170.250,2560,12168,3,4,0.914,4.472,2561,12172,63.435,3.000,1.435,0.697,0.842
857,4,6451.000,12179.000,6450,12178,2,2,1.000,2.828,6450,12178,135.000,2.000,1.000,1.000,1.000
858,9,3461.278,12186.056,3459,12184,4,4,0.799,5.000,3459,12187,36.870,3.130,1.709,0.585,0.750
859,250,2531.596,12195.292,2522,12187,19,17,0.917,19.849,2525,12203,49.086,17.000,1.083,0.923,0.933
860,14,4395.071,12217.500,4393,12215,4,5,0.993,5.099,4395,12215,101.310,4.000,1.017,0.983,0.824
861,4,5679.000,12221.000,5678,12220,2,2,1.000,2.828,5678,12220,135.000,2.000,1.000,1.000,1.000
862,20,953.400,12231.000,950,12229,7,4,0.815,7.616,950,12232,23.199,4.000,1.668,0.599,0.816
863,11,4661.864,12231.136,4659,12230,6,3,0.715,6.325,4659,12232,18.435,3.000,2.430,0.411,0.786
864,23,4390.370,12233.457,4387,12231,6,5,0.964,6.708,4387,12232,153.435,5.000,1.252,0.799,0.885
865,4,2541.000,12243.000,2540,12242,2,2,1.000,2.828,2540,12242,135.000,2.000,1.000,1.000,1.000
866,4,6075.000,12269.000,6074,12268,2,2,1.000,2.828,6074,12268,135.000,2.000,1.000,1.000,1.000
867,4,1102.000,12272.000,1101,12271,2,2,1.000,2.828,1101,12271,135.000,2.000,1.000,1.000,1.000
868,17,569.265,12276.147,566,12274,6,4,0.911,6.325,566,12275,161.565,4.000,1.471,0.680,0.829
869,4,5254.000,12276.000,5253,12275,2,2,1.000,2.828,5253,12275,135.000,2.000,1.000,1.000,1.000
870,20,2451.550,12281.450,2449,12279,5,5,0.994,6.403,2449,12283,38.660,5.000,1.263,0.791,0.889
871,73,4624.651,12289.062,4619,12284,11,10,0.820,11.705,4619,12291,19.983,9.899,1.178,0.849,0.849
872,1310,2542.789,12311.508,2520,12290,43,43,0.801,43.932,2520,12309,168.179,41.591,1.030,0.971,0.939
873,5,1532.500,12300.500,1531,12299,3,3,0.873,3.162,1532,12299,108.435,2.828,1.000,1.000,0.714
874,47,1510.819,12310.394,1506,12307,9,7,0.904,9.487,1506,12312,18.435,7.000,1.186,0.843,0.879
875,2509,691.470,12341.122,657,12314,65,56,0.592,66.491,657,12334,167.845,53.085,1.187,0.842,0.932
876,5,2520.500,12316.300,2519,12315,3,3,0.572,4.243,2519,12315,135.000,2.683,1.848,0.541,0.667
877,17,741.206,12333.206,739,12331,5,5,0.985,5.831,739,12335,30.964,4.919,1.250,0.800,0.829
878,4,2882.500,12342.750,2881,12342,3,2,1.000,3.162,2881,12342,161.565,2.000,1.468,0.681,0.800
879,25,3018.460,12350.260,3015,12347,7,6,0.774,8.062,3015,12351,29.745,5.578,1.275,0.785,0.794
880,46,4026.152,12357.457,4022,12354,8,7,0.885,10.000,4022,12360,36.870,7.000,1.221,0.819,0.911
881,23,2916.674,12361.326,2914,12359,6,5,0.964,6.708,2914,12363,26.565,5.000,1.117,0.896,0.868
882,23,6377.370,12364.674,6374,12362,6,5,0.964,7.211,6374,12366,33.690,5.000,1.445,0.692,0.885
883,175,760.071,12373.563,752,12366,16,15,0.705,17.205,753,12369,144.462,15.000,1.069,0.935,0.873
884,5,3982.100,12370.700,3981,12369,2,3,1.000,3.606,3981,12372,56.310,2.000,1.553,0.644,0.909
885,55,6322.027,12378.573,6316,12373,10,10,0.576,11.402,6316,12380,37.875,8.875,1.149,0.870,0.791
886,24,2237.125,12386.083,2233,12384,8,5,0.743,8.246,2233,12386,14.036,5.000,1.791,0.558,0.787
887,10,2250.300,12392.500,2248,12391,4,3,1.000,4.472,2248,12392,153.435,3.000,1.236,0.809,0.909
888,341,2616.242,12409.922,2606,12399,21,21,0.922,23.022,2607,12417,34.380,20.524,1.120,0.893,0.939
889,4,5541.000,12403.000,5540,12402,2,2,1.000,2.828,5540,12402,135.000,2.000,1.000,1.000,1.000
890,90,2341.400,12410.500,2336,12404,12,12,0.806,13.601,2338,12404,126.027,10.733,1.252,0.799,0.826
891,160,6360.569,12422.475,6352,12416,16,14,0.929,16.492,6352,12423,14.036,14.000,1.144,0.874,0.917
892,10,6424.700,12447.500,6423,12446,4,3,1.000,4.472,6423,12446,153.435,3.000,1.236,0.809,0.909
893,12,685.917,12450.667,683,12448,6,5,0.266,6.708,683,12449,153.435,4.025,1.727,0.579,0.545
894,11,2941.318,12449.955,2939,12448,4,4,0.976,5.000,2940,12448,126.870,3.536,1.450,0.689,0.846
895,13,1547.115,12470.885,1545,12469,4,4,1.000,5.000,1545,12472,36.870,4.000,1.159,0.863,0.897
896,647,6419.801,12488.396,6404,12474,31,29,0.757,32.802,6407,12498,37.569,28.567,1.127,0.887,0.910
897,307,4008.689,12485.793,3998,12476,21,20,0.859,22.204,3999,12491,35.838,19.612,1.110,0.901,0.914
898,19,2912.132,12483.974,2909,12482,6,4,1.000,7.211,2909,12482,146.310,4.000,1.795,0.557,0.905
899,23,3960.674,12494.804,3958,12492,6,5,0.964,6.708,3958,12493,153.435,5.000,1.149,0.870,0.885
900,76,2893.000,12499.013,2887,12494,11,10,0.824,11.402,2887,12498,164.745,9.899,1.044,0.958,0.884
901,14,3987.357,12502.714,3984,12501,6,4,0.750,6.325,3984,12503,18.435,4.000,1.743,0.574,0.778
902,39,2941.038,12528.808,2936,12525,9,7,0.771,9.487,2936,12527,161.565,7.000,1.281,0.781,0.796
903,39,3958.244,12530.782,3954,12527,8,7,0.978,8.544,3954,12532,20.556,6.934,1.249,0.800,0.876
904,8,5552.375,12547.625,5551,12546,3,3,1.000,4.243,5551,12546,135.000,3.000,1.229,0.814,0.941
905,6,952.333,12578.167,951,12577,3,3,0.916,3.606,951,12577,123.690,3.000,1.124,0.890,0.800
906,20,4071.100,12589.800,4068,12587,6,5,0.965,6.325,4068,12589,161.565,5.000,1.315,0.760,0.833
907,5,4629.700,12592.100,4628,12591,3,2,1.000,3.606,4628,12593,33.690,2.000,1.553,0.644,0.909
908,11,5616.318,12602.682,5614,12601,4,4,0.976,4.472,5615,12601,116.565,4.000,1.035,0.966,0.846
909,6,4625.333,12619.333,4624,12618,3,3,1.000,3.606,4624,12618,123.690,2.828,1.291,0.775,0.800
910,39,4514.987,12630.936,4511,12628,8,7,0.929,8.544,4511,12632,20.556,7.000,1.197,0.835,0.876
911,9,1252.056,12658.611,1250,12657,4,3,1.000,5.000,1250,12660,36.870,3.000,1.817,0.550,0.857
912,15,4442.633,12694.033,4440,12692,5,4,0.976,6.403,4440,12696,38.660,4.000,1.759,0.569,0.882
913,6,4021.500,12710.000,4020,12709,3,2,1.000,3.606,4020,12709,146.310,2.000,1.500,0.667,1.000
914,7,5059.786,12718.500,5058,12717,3,3,1.000,3.606,5059,12717,123.690,3.000,1.069,0.936,0.875
915,18,868.556,12783.333,866,12780,5,6,0.808,7.211,866,12786,56.310,4.025,1.986,0.504,0.818
916,22,3556.364,12828.727,3553,12826,7,6,0.524,9.220,3553,12832,40.601,4.800,2.310,0.433,0.698
917,38,1739.421,12838.158,1735,12834,8,8,0.751,10.000,1735,12840,36.870,6.364,1.646,0.607,0.800
918,359,6125.681,12850.021,6114,12840,23,20,0.910,23.770,6115,12845,157.751,20.000,1.142,0.876,0.934
919,53,3950.179,12850.915,3946,12847,8,8,1.000,9.434,3946,12853,32.005,8.000,1.105,0.905,0.930
920,26,1726.923,12862.423,1723,12860,7,5,0.876,7.280,1723,12861,164.055,5.000,1.311,0.763,0.867
921,25,1670.260,12866.820,1667,12863,6,7,0.821,8.062,1668,12870,60.255,5.547,1.430,0.699,0.794
922,9,5089.056,12876.611,5087,12875,4,3,1.000,5.000,5087,12878,36.870,3.000,1.817,0.550,0.857
923,8,5333.625,12879.000,5332,12877,3,4,0.914,4.472,5333,12881,63.435,3.000,1.308,0.764,0.800
924,23,4163.717,12884.370,4161,12882,6,5,1.000,6.708,4161,12886,26.565,5.000,1.182,0.846,0.885
925,33,5307.409,12895.561,5304,12892,7,7,0.943,7.616,5306,12892,113.199,6.641,1.104,0.906,0.846
926,85,1463.676,12924.982,1457,12920,13,9,0.891,13.342,1457,12927,12.995,9.000,1.306,0.766,0.890
927,335,5172.416,12935.360,5160,12925,23,21,0.816,23.770,5160,12936,14.621,20.373,1.128,0.887,0.909
928,128,2013.570,12936.172,2007,12929,13,14,0.865,15.652,2010,12929,116.565,12.200,1.305,0.766,0.892
929,4,995.000,12941.000,994,12940,2,2,1.000,2.828,994,12940,135.000,2.000,1.000,1.000,1.000
930,26,1538.808,12961.038,1534,12959,9,4,0.666,9.849,1534,12959,156.038,4.000,2.744,0.364,0.825
931,17,5963.618,12961.559,5961,12959,5,5,0.883,5.831,5961,12963,30.964,4.950,1.089,0.918,0.810
932,4,5731.000,12979.000,5730,12978,2,2,1.000,2.828,5730,12978,135.000,2.000,1.000,1.000,1.000
933,5,2033.700,13005.900,2032,13004,3,4,0.572,5.000,2032,13008,53.130,2.121,3.145,0.318,0.667
934,25,1478.260,13056.540,1475,13054,6,5,1.000,7.211,1475,13058,33.690,5.000,1.293,0.773,0.926
935,6,1158.667,13056.500,1157,13055,3,3,1.000,4.243,1157,13058,45.000,2.683,1.809,0.553,0.800
936,25,6447.300,13065.740,6445,13063,5,6,1.000,6.708,6445,13063,116.565,5.000,1.177,0.849,0.926
937,7,787.500,13066.929,785,13066,5,2,0.621,5.099,785,13066,168.690,2.000,2.340,0.427,0.778
938,4,4706.500,13077.750,4705,13077,3,2,1.000,3.162,4705,13077,161.565,2.000,1.468,0.681,0.800
939,4,1252.250,13079.250,1251,13078,3,2,0.857,3.606,1251,13078,146.310,2.000,2.000,0.500,0.800
940,12,4851.667,13086.750,4849,13085,5,3,0.781,5.831,4849,13088,30.964,3.000,1.904,0.525,0.857
941,9,1055.056,13089.722,1053,13088,4,4,0.884,4.472,1054,13088,116.565,3.536,1.158,0.864,0.750
942,66,1270.712,13101.545,1266,13097,9,9,0.949,10.817,1266,13099,146.310,9.000,1.052,0.950,0.917
943,31,5363.306,13102.048,5360,13099,7,7,0.886,7.810,5362,13106,50.194,6.656,1.120,0.893,0.805
944,4,1777.000,13146.000,1776,13145,2,2,1.000,2.828,1776,13145,135.000,2.000,1.000,1.000,1.000
945,938,4429.868,13165.322,4411,13148,37,35,0.841,37.947,4411,13160,161.565,33.559,1.116,0.896,0.938
946,15,1548.900,13152.167,1547,13150,4,5,0.976,6.403,1547,13155,51.340,4.000,1.521,0.657,0.882
947,27,1540.278,13156.463,1537,13154,7,5,0.967,7.616,1537,13158,23.199,5.000,1.375,0.727,0.885
948,6,1737.000,13155.500,1736,13154,2,3,1.000,3.606,1736,13154,123.690,2.000,1.500,0.667,1.000
949,4,684.500,13159.250,683,13158,3,3,0.698,4.243,683,13158,135.000,2.121,2.654,0.377,0.667
950,1240,3942.377,13184.028,3923,13162,39,43,0.867,43.738,3937,13162,100.539,39.000,1.090,0.918,0.951
951,21,694.452,13170.071,689,13165,11,9,0.277,14.213,689,13165,140.711,3.436,5.491,0.182,0.568
952,7,3541.929,13200.643,3540,13198,4,5,0.293,5.385,3541,13198,111.801,3.795,1.425,0.702,0.483
953,5,1795.900,13203.300,1795,13202,2,3,1.000,3.606,1795,13205,56.310,2.000,1.553,0.644,0.909
954,90,1123.233,13257.356,1117,13252,12,11,0.900,12.369,1117,13256,165.964,10.733,1.149,0.870,0.878
955,7,6457.071,13281.786,6456,13280,2,4,0.943,4.472,6456,13280,116.565,2.000,1.936,0.517,0.933
956,7,3852.500,13325.500,3851,13324,3,3,1.000,4.243,3851,13327,45.000,2.828,1.596,0.626,0.875
957,5,5090.900,13327.500,5090,13326,2,3,0.873,3.606,5090,13326,123.690,2.000,1.653,0.605,0.833
958,14,1949.357,13331.500,1947,13329,4,5,0.993,5.831,1948,13334,59.036,4.000,1.460,0.685,0.848
959,9,905.389,13345.278,903,13344,4,3,0.923,5.000,903,13344,143.130,3.000,1.539,0.650,0.900
960,9,1981.722,13351.611,1979,13350,5,3,0.726,5.831,1979,13353,30.964,2.683,2.627,0.381,0.783
961,11,1955.591,13372.955,1954,13371,4,4,0.780,5.000,1954,13375,36.870,4.000,1.237,0.809,0.815
962,441,1917.253,13399.550,1903,13388,28,23,0.790,29.732,1903,13402,19.654,22.798,1.207,0.828,0.905
963,7,1099.071,13391.643,1097,13390,4,3,0.898,4.123,1097,13391,165.964,3.000,1.387,0.721,0.737
964,30,4019.767,13399.767,4016,13397,7,6,0.907,7.616,4016,13398,156.801,6.000,1.104,0.906,0.857
965,23,1455.283,13401.283,1452,13399,6,5,0.964,6.708,1452,13400,153.435,5.000,1.272,0.786,0.885
966,8,4625.250,13400.750,4623,13399,4,3,0.914,4.472,4623,13400,153.435,3.000,1.416,0.706,0.800
967,9,606.278,13402.389,604,13401,5,3,0.799,5.831,604,13404,30.964,2.683,2.627,0.381,0.783
968,4,2709.000,13425.000,2708,13424,2,2,1.000,2.828,2708,13424,135.000,2.000,1.000,1.000,1.000
969,5,3971.500,13429.500,3970,13428,3,3,0.873,3.162,3971,13428,108.435,2.828,1.000,1.000,0.714
970,10,5961.500,13432.000,5960,13430,3,4,1.000,5.000,5960,13434,53.130,3.000,1.551,0.645,0.909
971,8,1089.000,13433.000,1087,13432,4,2,1.000,4.472,1087,13432,153.435,2.000,2.000,0.500,1.000
972,7,3945.786,13440.929,3944,13440,4,2,1.000,4.472,3944,13442,26.565,2.000,1.936,0.517,0.933
973,4,5990.000,13469.000,5989,13468,2,2,1.000,2.828,5989,13468,135.000,2.000,1.000,1.000,1.000
974,31,934.726,13477.855,927,13476,15,4,0.346,15.133,927,13476,172.405,3.865,4.545,0.220,0.729
975,4,5854.000,13478.000,5853,13477,2,2,1.000,2.828,5853,13477,135.000,2.000,1.000,1.000,1.000
976,5,6456.700,13481.900,6455,13481,3,2,1.000,3.606,6455,13481,146.310,2.000,1.553,0.644,0.909
977,4,1728.000,13485.000,1727,13484,2,2,1.000,2.828,1727,13484,135.000,2.000,1.000,1.000,1.000
978,4,599.000,13486.000,598,13485,2,2,1.000,2.828,598,13485,135.000,2.000,1.000,1.000,1.000
979,30,2562.367,13508.833,2558,13506,8,6,0.793,8.246,2558,13509,14.036,6.000,1.275,0.784,0.811
980,48,3346.729,13539.479,3341,13534,11,10,0.430,13.601,3341,13542,36.027,7.965,1.803,0.555,0.649
981,16,3800.438,13536.562,3797,13534,6,5,0.719,7.211,3797,13538,33.690,4.243,1.812,0.552,0.744
982,88,3334.886,13557.943,3325,13553,20,9,0.454,20.100,3325,13558,5.711,9.000,2.542,0.393,0.701
983,6,2324.833,13556.667,2323,13555,3,3,0.916,3.606,2323,13556,146.310,3.000,1.124,0.890,0.800
984,5,6455.700,13565.100,6455,13563,2,4,0.674,4.123,6455,13563,104.036,2.000,2.188,0.457,0.769
985,28,792.321,13569.786,789,13567,6,6,0.943,7.211,790,13567,123.690,6.000,1.157,0.864,0.889
986,11,5167.955,13576.682,5165,13575,5,3,0.809,5.385,5165,13576,158.199,3.000,1.781,0.562,0.846
987,6,3124.000,13616.000,3123,13614,2,4,0.809,4.472,3123,13618,63.435,2.000,2.082,0.480,0.857
988,9,6455.722,13618.944,6455,13615,2,8,0.331,8.246,6455,13623,75.964,2.000,4.730,0.211,0.667
989,12,1683.750,13624.417,1681,13623,5,3,0.851,5.831,1681,13623,149.036,3.000,1.878,0.533,0.857
990,4,517.250,13642.500,516,13641,2,3,0.857,3.162,517,13641,108.435,2.000,1.468,0.681,0.800
991,7,1122.214,13667.500,1121,13666,3,3,1.000,3.606,1121,13666,123.690,3.000,1.069,0.936,0.875
992,4,1035.500,13668.750,1034,13668,3,2,1.000,3.162,1034,13668,161.565,2.000,1.468,0.681,0.800
993,279,1800.529,13699.998,1786,13692,26,17,0.619,26.683,1786,13695,167.005,16.490,1.593,0.628,0.862
994,6,5180.667,13701.667,5179,13700,3,3,1.000,3.606,5180,13700,123.690,2.828,1.291,0.775,0.800
995,5,1779.700,13704.700,1778,13703,3,3,0.873,4.243,1778,13706,45.000,2.121,2.308,0.433,0.769
996,14,5838.571,13708.071,5836,13706,5,4,0.911,5.831,5836,13709,30.964,4.000,1.489,0.671,0.824
997,8,3685.875,13764.625,3683,13763,5,3,0.645,5.385,3683,13765,21.801,2.910,2.089,0.479,0.696
998,8,6455.000,13774.750,6453,13772,4,6,0.386,6.325,6453,13772,108.435,3.726,1.752,0.571,0.500
999,8,1964.625,13833.375,1963,13832,3,3,1.000,4.243,1963,13832,135.000,3.000,1.229,0.814,0.941
1000,7,1044.214,13844.500,1043,13843,3,3,1.000,3.606,1043,13843,123.690,3.000,1.069,0.936,0.875
1001,163,2659.040,13880.469,2650,13873,17,15,0.759,19.416,2651,13884,34.509,13.435,1.420,0.704,0.874
1002,20,2003.750,13877.700,2001,13875,5,6,0.698,6.708,2002,13875,116.565,5.000,1.335,0.749,0.784
1003,4,952.750,13930.500,951,13929,3,3,0.698,4.243,951,13929,135.000,2.121,2.654,0.377,0.667
1004,41,5054.720,13987.646,5050,13983,9,10,0.562,12.207,5050,13983,124.992,7.071,2.036,0.491,0.667
1005,10,1849.900,13999.800,1848,13998,4,4,0.887,5.657,1848,14002,45.000,3.130,1.976,0.506,0.800
1006,6,4917.500,14001.000,4916,14000,3,2,1.000,3.606,4916,14000,146.310,2.000,1.500,0.667,1.000
1007,4,6460.000,14003.000,6459,14002,2,2,1.000,2.828,6459,14002,135.000,2.000,1.000,1.000,1.000
1008,7,1106.500,14006.214,1105,14005,3,3,1.000,3.606,1105,14005,123.690,3.000,1.069,0.936,0.875
1009,4,6458.250,14011.750,6457,14010,2,3,0.857,3.606,6457,14013,56.310,2.000,2.000,0.500,0.800
1010,5,6460.300,14015.300,6459,14013,2,4,0.674,4.472,6459,14017,63.435,2.000,2.749,0.364,0.769
1011,5,532.900,14070.300,532,14069,2,3,1.000,3.606,532,14072,56.310,2.000,1.553,0.644,0.909
1012,4,5247.000,14075.500,5246,14074,2,3,0.857,3.606,5246,14074,123.690,2.000,2.031,0.492,0.800
1013,4,520.000,14090.000,519,14089,2,2,1.000,2.828,519,14089,135.000,2.000,1.000,1.000,1.000
1014,4,5375.000,14106.000,5374,14105,2,2,1.000,2.828,5374,14105,135.000,2.000,1.000,1.000,1.000
1015,8,1967.500,14119.000,1966,14117,3,4,0.914,5.000,1966,14121,53.130,2.683,2.179,0.459,0.800
1016,4,5052.000,14121.000,5051,14120,2,2,1.000,2.828,5051,14120,135.000,2.000,1.000,1.000,1.000
1017,4,1686.000,14151.000,1685,14150,2,2,1.000,2.828,1685,14150,135.000,2.000,1.000,1.000,1.000
