 ,Area,X,Y,BX,BY,Width,Height,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1491,4,884.000,17725.500,882,17725,4,1,0.740,4.123,882,17725,165.964,1.000,4.000,0.250,1.000
1492,6,1370.167,17727.000,1368,17725,4,3,0.615,4.243,1368,17728,45.000,3.000,1.327,0.753,0.667
1493,6,629.833,17727.667,628,17726,4,3,0.686,5.000,628,17726,143.130,2.236,2.778,0.360,0.706
1494,4,1073.500,17728.000,1073,17726,1,4,0.645,4.123,1073,17726,104.036,1.000,4.000,0.250,1.000
1495,4,1080.000,17729.000,1079,17727,2,4,0.539,4.472,1079,17731,63.435,1.789,3.493,0.286,0.667
1496,4,2287.750,17728.250,2286,17727,3,2,0.857,3.606,2286,17729,33.690,2.000,2.000,0.500,0.800
1497,6,2650.167,17728.667,2649,17727,3,4,0.589,4.472,2649,17731,63.435,3.000,1.589,0.629,0.632
1498,6,519.833,17729.333,517,17728,5,2,0.555,5.385,517,17730,21.801,2.000,3.550,0.282,0.750
1499,4,1077.000,17730.000,1076,17728,2,4,0.539,4.472,1076,17732,63.435,1.789,3.493,0.286,0.667
1500,4,2657.000,17729.250,2655,17728,4,2,0.611,4.472,2655,17728,153.435,1.897,3.093,0.323,0.667
1501,4,493.000,17730.000,491,17729,4,2,0.611,4.472,491,17731,26.565,1.789,3.493,0.286,0.667
1502,9,508.500,17730.278,506,17729,5,3,0.585,5.385,506,17729,158.199,3.000,1.448,0.691,0.720
1503,4,572.500,17730.000,571,17729,3,2,1.000,3.606,571,17731,33.690,2.000,2.031,0.492,0.800
1504,5,1443.500,17730.500,1441,17730,5,1,0.599,5.099,1441,17730,168.690,1.000,5.000,0.200,1.000
